Case_ID,Scope,Tier,Stage,Member_ID,Geo,Status,Pre_Max,Contributors_N,Required_N
FU001,REG_ISAN20,T1,A_MEMBER_GEO,FU001,TH-34,NO_SIGNAL,0.0000000000,1,1
FU001,REG_ISAN20,T1,A_MEMBER_GEO,FU001,TH-35,NO_SIGNAL,0.0000000000,1,1
FU001,REG_ISAN20,T1,A_MEMBER_GEO,FU001,TH-36,NO_SIGNAL,0.0000000000,1,1
FU001,REG_ISAN20,T1,A_MEMBER_GEO,FU001,TH-37,NO_SIGNAL,0.0000000000,1,1
FU001,REG_ISAN20,T1,A_MEMBER_GEO,FU001,TH-38,NO_SIGNAL,0.0000000000,1,1
FU001,REG_ISAN20,T1,A_MEMBER_GEO,FU001,TH-39,NO_SIGNAL,0.0000000000,1,1
FU001,REG_ISAN20,T1,A_MEMBER_GEO,FU001,TH-40,NO_SIGNAL,0.0000000000,1,1
FU001,REG_ISAN20,T1,A_MEMBER_GEO,FU001,TH-41,NO_SIGNAL,0.0000000000,1,1
FU001,REG_ISAN20,T1,A_MEMBER_GEO,FU001,TH-42,NO_SIGNAL,0.0000000000,1,1
FU001,REG_ISAN20,T1,A_MEMBER_GEO,FU001,TH-43,NO_SIGNAL,0.0000000000,1,1
FU001,REG_ISAN20,T1,A_MEMBER_GEO,FU001,TH-44,NO_SIGNAL,0.0000000000,1,1
FU001,REG_ISAN20,T1,A_MEMBER_GEO,FU001,TH-45,NO_SIGNAL,0.0000000000,1,1
FU001,REG_ISAN20,T1,A_MEMBER_GEO,FU001,TH-46,NO_SIGNAL,0.0000000000,1,1
FU001,REG_ISAN20,T1,A_MEMBER_GEO,FU001,TH-47,NO_SIGNAL,0.0000000000,1,1
FU001,REG_ISAN20,T1,A_MEMBER_GEO,FU001,TH-48,NO_SIGNAL,0.0000000000,1,1
FU001,REG_ISAN20,T1,A_MEMBER_GEO,FU001,TH-49,NO_SIGNAL,0.0000000000,1,1
FU001,REG_ISAN20,T1,C_SCOPE,,TH-30+TH-31+TH-32+TH-33+TH-34+TH-35+TH-36+TH-37+TH-38+TH-39+TH-40+TH-41+TH-42+TH-43+TH-44+TH-45+TH-46+TH-47+TH-48+TH-49,OK,5.0000000000,1,20
FU001,REG_ISAN20,T1,D_POST_SA,,REG_ISAN20,OK,99.5180708613,1,1
FU002,REG_ISAN20,T1,A_MEMBER_GEO,FU002,TH-30,OK,100.0000000000,1,1
FU002,REG_ISAN20,T1,A_MEMBER_GEO,FU002,TH-31,OK,100.0000000000,1,1
FU002,REG_ISAN20,T1,A_MEMBER_GEO,FU002,TH-32,OK,100.0000000000,1,1
FU002,REG_ISAN20,T1,A_MEMBER_GEO,FU002,TH-33,OK,100.0000000000,1,1
FU002,REG_ISAN20,T1,A_MEMBER_GEO,FU002,TH-34,OK,81.0000000000,1,1
FU002,REG_ISAN20,T1,A_MEMBER_GEO,FU002,TH-35,NO_SIGNAL,0.0000000000,1,1
FU002,REG_ISAN20,T1,A_MEMBER_GEO,FU002,TH-36,OK,100.0000000000,1,1
FU002,REG_ISAN20,T1,A_MEMBER_GEO,FU002,TH-37,OK,100.0000000000,1,1
FU002,REG_ISAN20,T1,A_MEMBER_GEO,FU002,TH-38,NO_SIGNAL,0.0000000000,1,1
FU002,REG_ISAN20,T1,A_MEMBER_GEO,FU002,TH-39,OK,100.0000000000,1,1
FU002,REG_ISAN20,T1,A_MEMBER_GEO,FU002,TH-40,OK,100.0000000000,1,1
FU002,REG_ISAN20,T1,A_MEMBER_GEO,FU002,TH-41,OK,100.0000000000,1,1
FU002,REG_ISAN20,T1,A_MEMBER_GEO,FU002,TH-42,OK,100.0000000000,1,1
FU002,REG_ISAN20,T1,A_MEMBER_GEO,FU002,TH-43,OK,100.0000000000,1,1
FU002,REG_ISAN20,T1,A_MEMBER_GEO,FU002,TH-44,OK,100.0000000000,1,1
FU002,REG_ISAN20,T1,A_MEMBER_GEO,FU002,TH-45,OK,100.0000000000,1,1
FU002,REG_ISAN20,T1,A_MEMBER_GEO,FU002,TH-46,OK,100.0000000000,1,1
FU002,REG_ISAN20,T1,A_MEMBER_GEO,FU002,TH-47,OK,100.0000000000,1,1
FU002,REG_ISAN20,T1,A_MEMBER_GEO,FU002,TH-48,OK,100.0000000000,1,1
FU002,REG_ISAN20,T1,A_MEMBER_GEO,FU002,TH-49,OK,100.0000000000,1,1
FU002,REG_ISAN20,T1,C_SCOPE,,TH-30+TH-31+TH-32+TH-33+TH-34+TH-35+TH-36+TH-37+TH-38+TH-39+TH-40+TH-41+TH-42+TH-43+TH-44+TH-45+TH-46+TH-47+TH-48+TH-49,OK,25.1074074074,18,20
FU002,REG_ISAN20,T1,D_POST_SA,,REG_ISAN20,OK,93.0409372327,1,1
FU003,REG_ISAN20,T1,C_SCOPE,,TH-30+TH-31+TH-32+TH-33+TH-34+TH-35+TH-36+TH-37+TH-38+TH-39+TH-40+TH-41+TH-42+TH-43+TH-44+TH-45+TH-46+TH-47+TH-48+TH-49,NO_SIGNAL,0.0000000000,0,20
FU003,REG_ISAN20,T1,D_POST_SA,,REG_ISAN20,NO_SIGNAL,0.0000000000,0,1
FU004,REG_ISAN20,T1,A_MEMBER_GEO,FU004,TH-30,OK,100.0000000000,1,1
FU004,REG_ISAN20,T1,A_MEMBER_GEO,FU004,TH-31,OK,100.0000000000,1,1
FU004,REG_ISAN20,T1,A_MEMBER_GEO,FU004,TH-32,OK,100.0000000000,1,1
FU004,REG_ISAN20,T1,A_MEMBER_GEO,FU004,TH-33,OK,100.0000000000,1,1
FU004,REG_ISAN20,T1,A_MEMBER_GEO,FU004,TH-34,OK,100.0000000000,1,1
FU004,REG_ISAN20,T1,A_MEMBER_GEO,FU004,TH-35,OK,100.0000000000,1,1
FU004,REG_ISAN20,T1,A_MEMBER_GEO,FU004,TH-36,OK,100.0000000000,1,1
FU004,REG_ISAN20,T1,A_MEMBER_GEO,FU004,TH-37,OK,100.0000000000,1,1
FU004,REG_ISAN20,T1,A_MEMBER_GEO,FU004,TH-38,OK,100.0000000000,1,1
FU004,REG_ISAN20,T1,A_MEMBER_GEO,FU004,TH-39,OK,100.0000000000,1,1
FU004,REG_ISAN20,T1,A_MEMBER_GEO,FU004,TH-40,OK,100.0000000000,1,1
FU004,REG_ISAN20,T1,A_MEMBER_GEO,FU004,TH-41,OK,100.0000000000,1,1
FU004,REG_ISAN20,T1,A_MEMBER_GEO,FU004,TH-42,OK,100.0000000000,1,1
FU004,REG_ISAN20,T1,A_MEMBER_GEO,FU004,TH-43,OK,100.0000000000,1,1
FU004,REG_ISAN20,T1,A_MEMBER_GEO,FU004,TH-44,OK,100.0000000000,1,1
FU004,REG_ISAN20,T1,A_MEMBER_GEO,FU004,TH-45,OK,100.0000000000,1,1
FU004,REG_ISAN20,T1,A_MEMBER_GEO,FU004,TH-46,OK,100.0000000000,1,1
FU004,REG_ISAN20,T1,A_MEMBER_GEO,FU004,TH-47,OK,100.0000000000,1,1
FU004,REG_ISAN20,T1,A_MEMBER_GEO,FU004,TH-48,OK,100.0000000000,1,1
FU004,REG_ISAN20,T1,A_MEMBER_GEO,FU004,TH-49,OK,100.0000000000,1,1
FU004,REG_ISAN20,T1,C_SCOPE,,TH-30+TH-31+TH-32+TH-33+TH-34+TH-35+TH-36+TH-37+TH-38+TH-39+TH-40+TH-41+TH-42+TH-43+TH-44+TH-45+TH-46+TH-47+TH-48+TH-49,OK,100.0000000000,20,20
FU004,REG_ISAN20,T1,D_POST_SA,,REG_ISAN20,OK,92.4100958189,1,1
FU005,REG_ISAN20,T1,A_MEMBER_GEO,FU005,TH-30,OK,100.0000000000,1,1
FU005,REG_ISAN20,T1,A_MEMBER_GEO,FU005,TH-31,NO_SIGNAL,0.0000000000,1,1
FU005,REG_ISAN20,T1,A_MEMBER_GEO,FU005,TH-32,NO_SIGNAL,0.0000000000,1,1
FU005,REG_ISAN20,T1,A_MEMBER_GEO,FU005,TH-33,NO_SIGNAL,0.0000000000,1,1
FU005,REG_ISAN20,T1,A_MEMBER_GEO,FU005,TH-34,NO_SIGNAL,0.0000000000,1,1
FU005,REG_ISAN20,T1,A_MEMBER_GEO,FU005,TH-35,NO_SIGNAL,0.0000000000,1,1
FU005,REG_ISAN20,T1,A_MEMBER_GEO,FU005,TH-36,NO_SIGNAL,0.0000000000,1,1
FU005,REG_ISAN20,T1,A_MEMBER_GEO,FU005,TH-37,NO_SIGNAL,0.0000000000,1,1
FU005,REG_ISAN20,T1,A_MEMBER_GEO,FU005,TH-38,NO_SIGNAL,0.0000000000,1,1
FU005,REG_ISAN20,T1,A_MEMBER_GEO,FU005,TH-39,NO_SIGNAL,0.0000000000,1,1
FU005,REG_ISAN20,T1,A_MEMBER_GEO,FU005,TH-40,OK,100.0000000000,1,1
FU005,REG_ISAN20,T1,A_MEMBER_GEO,FU005,TH-41,NO_SIGNAL,0.0000000000,1,1
FU005,REG_ISAN20,T1,A_MEMBER_GEO,FU005,TH-42,NO_SIGNAL,0.0000000000,1,1
FU005,REG_ISAN20,T1,A_MEMBER_GEO,FU005,TH-43,NO_SIGNAL,0.0000000000,1,1
FU005,REG_ISAN20,T1,A_MEMBER_GEO,FU005,TH-44,NO_SIGNAL,0.0000000000,1,1
FU005,REG_ISAN20,T1,A_MEMBER_GEO,FU005,TH-45,NO_SIGNAL,0.0000000000,1,1
FU005,REG_ISAN20,T1,A_MEMBER_GEO,FU005,TH-46,NO_SIGNAL,0.0000000000,1,1
FU005,REG_ISAN20,T1,A_MEMBER_GEO,FU005,TH-47,NO_SIGNAL,0.0000000000,1,1
FU005,REG_ISAN20,T1,A_MEMBER_GEO,FU005,TH-48,NO_SIGNAL,0.0000000000,1,1
FU005,REG_ISAN20,T1,A_MEMBER_GEO,FU005,TH-49,NO_SIGNAL,0.0000000000,1,1
FU005,REG_ISAN20,T1,C_SCOPE,,TH-30+TH-31+TH-32+TH-33+TH-34+TH-35+TH-36+TH-37+TH-38+TH-39+TH-40+TH-41+TH-42+TH-43+TH-44+TH-45+TH-46+TH-47+TH-48+TH-49,OK,5.0000000000,2,20
FU005,REG_ISAN20,T1,D_POST_SA,,REG_ISAN20,OK,97.9062008851,1,1
FU006,REG_ISAN20,T1,A_MEMBER_GEO,FU006,TH-30,NO_SIGNAL,0.0000000000,1,1
FU006,REG_ISAN20,T1,A_MEMBER_GEO,FU006,TH-31,NO_SIGNAL,0.0000000000,1,1
FU006,REG_ISAN20,T1,A_MEMBER_GEO,FU006,TH-32,NO_SIGNAL,0.0000000000,1,1
FU006,REG_ISAN20,T1,A_MEMBER_GEO,FU006,TH-33,NO_SIGNAL,0.0000000000,1,1
FU006,REG_ISAN20,T1,A_MEMBER_GEO,FU006,TH-34,NO_SIGNAL,0.0000000000,1,1
FU006,REG_ISAN20,T1,A_MEMBER_GEO,FU006,TH-35,NO_SIGNAL,0.0000000000,1,1
FU006,REG_ISAN20,T1,A_MEMBER_GEO,FU006,TH-36,NO_SIGNAL,0.0000000000,1,1
FU006,REG_ISAN20,T1,A_MEMBER_GEO,FU006,TH-37,NO_SIGNAL,0.0000000000,1,1
FU006,REG_ISAN20,T1,A_MEMBER_GEO,FU006,TH-38,NO_SIGNAL,0.0000000000,1,1
FU006,REG_ISAN20,T1,A_MEMBER_GEO,FU006,TH-39,NO_SIGNAL,0.0000000000,1,1
FU006,REG_ISAN20,T1,A_MEMBER_GEO,FU006,TH-40,NO_SIGNAL,0.0000000000,1,1
FU006,REG_ISAN20,T1,A_MEMBER_GEO,FU006,TH-41,OK,100.0000000000,1,1
FU006,REG_ISAN20,T1,A_MEMBER_GEO,FU006,TH-42,NO_SIGNAL,0.0000000000,1,1
FU006,REG_ISAN20,T1,A_MEMBER_GEO,FU006,TH-43,NO_SIGNAL,0.0000000000,1,1
FU006,REG_ISAN20,T1,A_MEMBER_GEO,FU006,TH-44,NO_SIGNAL,0.0000000000,1,1
FU006,REG_ISAN20,T1,A_MEMBER_GEO,FU006,TH-45,NO_SIGNAL,0.0000000000,1,1
FU006,REG_ISAN20,T1,A_MEMBER_GEO,FU006,TH-46,NO_SIGNAL,0.0000000000,1,1
FU006,REG_ISAN20,T1,A_MEMBER_GEO,FU006,TH-47,NO_SIGNAL,0.0000000000,1,1
FU006,REG_ISAN20,T1,A_MEMBER_GEO,FU006,TH-48,NO_SIGNAL,0.0000000000,1,1
FU006,REG_ISAN20,T1,A_MEMBER_GEO,FU006,TH-49,NO_SIGNAL,0.0000000000,1,1
FU006,REG_ISAN20,T1,C_SCOPE,,TH-30+TH-31+TH-32+TH-33+TH-34+TH-35+TH-36+TH-37+TH-38+TH-39+TH-40+TH-41+TH-42+TH-43+TH-44+TH-45+TH-46+TH-47+TH-48+TH-49,OK,5.0000000000,1,20
FU006,REG_ISAN20,T1,D_POST_SA,,REG_ISAN20,OK,99.5180708613,1,1
FU007,REG_ISAN20,T1,C_SCOPE,,TH-30+TH-31+TH-32+TH-33+TH-34+TH-35+TH-36+TH-37+TH-38+TH-39+TH-40+TH-41+TH-42+TH-43+TH-44+TH-45+TH-46+TH-47+TH-48+TH-49,NO_SIGNAL,0.0000000000,0,20
FU007,REG_ISAN20,T1,D_POST_SA,,REG_ISAN20,NO_SIGNAL,0.0000000000,0,1
FU008,REG_ISAN20,T1,C_SCOPE,,TH-30+TH-31+TH-32+TH-33+TH-34+TH-35+TH-36+TH-37+TH-38+TH-39+TH-40+TH-41+TH-42+TH-43+TH-44+TH-45+TH-46+TH-47+TH-48+TH-49,NO_SIGNAL,0.0000000000,0,20
FU008,REG_ISAN20,T1,D_POST_SA,,REG_ISAN20,NO_SIGNAL,0.0000000000,0,1
FU009,REG_ISAN20,T1,C_SCOPE,,TH-30+TH-31+TH-32+TH-33+TH-34+TH-35+TH-36+TH-37+TH-38+TH-39+TH-40+TH-41+TH-42+TH-43+TH-44+TH-45+TH-46+TH-47+TH-48+TH-49,NO_SIGNAL,0.0000000000,0,20
FU009,REG_ISAN20,T1,D_POST_SA,,REG_ISAN20,NO_SIGNAL,0.0000000000,0,1
FU010,REG_ISAN20,T1,C_SCOPE,,TH-30+TH-31+TH-32+TH-33+TH-34+TH-35+TH-36+TH-37+TH-38+TH-39+TH-40+TH-41+TH-42+TH-43+TH-44+TH-45+TH-46+TH-47+TH-48+TH-49,NO_SIGNAL,0.0000000000,0,20
FU010,REG_ISAN20,T1,D_POST_SA,,REG_ISAN20,NO_SIGNAL,0.0000000000,0,1
FU011,REG_ISAN20,T1,C_SCOPE,,TH-30+TH-31+TH-32+TH-33+TH-34+TH-35+TH-36+TH-37+TH-38+TH-39+TH-40+TH-41+TH-42+TH-43+TH-44+TH-45+TH-46+TH-47+TH-48+TH-49,NO_SIGNAL,0.0000000000,0,20
FU011,REG_ISAN20,T1,D_POST_SA,,REG_ISAN20,NO_SIGNAL,0.0000000000,0,1
FU012,REG_ISAN20,T1,C_SCOPE,,TH-30+TH-31+TH-32+TH-33+TH-34+TH-35+TH-36+TH-37+TH-38+TH-39+TH-40+TH-41+TH-42+TH-43+TH-44+TH-45+TH-46+TH-47+TH-48+TH-49,NO_SIGNAL,0.0000000000,0,20
FU012,REG_ISAN20,T1,D_POST_SA,,REG_ISAN20,NO_SIGNAL,0.0000000000,0,1
FU013,REG_ISAN20,T1,C_SCOPE,,TH-30+TH-31+TH-32+TH-33+TH-34+TH-35+TH-36+TH-37+TH-38+TH-39+TH-40+TH-41+TH-42+TH-43+TH-44+TH-45+TH-46+TH-47+TH-48+TH-49,NO_SIGNAL,0.0000000000,0,20
FU013,REG_ISAN20,T1,D_POST_SA,,REG_ISAN20,NO_SIGNAL,0.0000000000,0,1
FU014,REG_ISAN20,T1,C_SCOPE,,TH-30+TH-31+TH-32+TH-33+TH-34+TH-35+TH-36+TH-37+TH-38+TH-39+TH-40+TH-41+TH-42+TH-43+TH-44+TH-45+TH-46+TH-47+TH-48+TH-49,NO_SIGNAL,0.0000000000,0,20
FU014,REG_ISAN20,T1,D_POST_SA,,REG_ISAN20,NO_SIGNAL,0.0000000000,0,1
FP015,REG_ISAN20,T1,C_SCOPE,,TH-30+TH-31+TH-32+TH-33+TH-34+TH-35+TH-36+TH-37+TH-38+TH-39+TH-40+TH-41+TH-42+TH-43+TH-44+TH-45+TH-46+TH-47+TH-48+TH-49,NO_SIGNAL,0.0000000000,0,20
FP015,REG_ISAN20,T1,D_POST_SA,,REG_ISAN20,NO_SIGNAL,0.0000000000,0,1
FU015,REG_ISAN20,T1,C_SCOPE,,TH-30+TH-31+TH-32+TH-33+TH-34+TH-35+TH-36+TH-37+TH-38+TH-39+TH-40+TH-41+TH-42+TH-43+TH-44+TH-45+TH-46+TH-47+TH-48+TH-49,NO_SIGNAL,0.0000000000,0,20
FU015,REG_ISAN20,T1,D_POST_SA,,REG_ISAN20,NO_SIGNAL,0.0000000000,0,1
TP001,REG_ISAN20,T1,A_MEMBER_GEO,TP001,TH-30,OK,100.0000000000,1,1
TP001,REG_ISAN20,T1,A_MEMBER_GEO,TP001,TH-31,OK,100.0000000000,1,1
TP001,REG_ISAN20,T1,A_MEMBER_GEO,TP001,TH-32,OK,100.0000000000,1,1
TP001,REG_ISAN20,T1,A_MEMBER_GEO,TP001,TH-33,NO_SIGNAL,0.0000000000,1,1
TP001,REG_ISAN20,T1,A_MEMBER_GEO,TP001,TH-34,OK,100.0000000000,1,1
TP001,REG_ISAN20,T1,A_MEMBER_GEO,TP001,TH-35,OK,100.0000000000,1,1
TP001,REG_ISAN20,T1,A_MEMBER_GEO,TP001,TH-36,OK,17.0000000000,1,1
TP001,REG_ISAN20,T1,A_MEMBER_GEO,TP001,TH-37,NO_SIGNAL,0.0000000000,1,1
TP001,REG_ISAN20,T1,A_MEMBER_GEO,TP001,TH-38,NO_SIGNAL,0.0000000000,1,1
TP001,REG_ISAN20,T1,A_MEMBER_GEO,TP001,TH-39,NO_SIGNAL,0.0000000000,1,1
TP001,REG_ISAN20,T1,A_MEMBER_GEO,TP001,TH-40,OK,100.0000000000,1,1
TP001,REG_ISAN20,T1,A_MEMBER_GEO,TP001,TH-41,OK,100.0000000000,1,1
TP001,REG_ISAN20,T1,A_MEMBER_GEO,TP001,TH-42,NO_SIGNAL,0.0000000000,1,1
TP001,REG_ISAN20,T1,A_MEMBER_GEO,TP001,TH-43,NO_SIGNAL,0.0000000000,1,1
TP001,REG_ISAN20,T1,A_MEMBER_GEO,TP001,TH-44,OK,100.0000000000,1,1
TP001,REG_ISAN20,T1,A_MEMBER_GEO,TP001,TH-45,OK,100.0000000000,1,1
TP001,REG_ISAN20,T1,A_MEMBER_GEO,TP001,TH-46,NO_SIGNAL,0.0000000000,1,1
TP001,REG_ISAN20,T1,A_MEMBER_GEO,TP001,TH-47,OK,25.0000000000,1,1
TP001,REG_ISAN20,T1,A_MEMBER_GEO,TP001,TH-48,NO_SIGNAL,0.0000000000,1,1
TP001,REG_ISAN20,T1,A_MEMBER_GEO,TP001,TH-49,NO_SIGNAL,0.0000000000,1,1
TP001,REG_ISAN20,T1,C_SCOPE,,TH-30+TH-31+TH-32+TH-33+TH-34+TH-35+TH-36+TH-37+TH-38+TH-39+TH-40+TH-41+TH-42+TH-43+TH-44+TH-45+TH-46+TH-47+TH-48+TH-49,OK,28.2000000000,11,20
TP001,REG_ISAN20,T1,D_POST_SA,,REG_ISAN20,OK,96.0328308875,1,1
TP002,REG_ISAN20,T1,A_MEMBER_GEO,TP002,TH-30,OK,100.0000000000,1,1
TP002,REG_ISAN20,T1,A_MEMBER_GEO,TP002,TH-31,NO_SIGNAL,0.0000000000,1,1
TP002,REG_ISAN20,T1,A_MEMBER_GEO,TP002,TH-32,NO_SIGNAL,0.0000000000,1,1
TP002,REG_ISAN20,T1,A_MEMBER_GEO,TP002,TH-33,NO_SIGNAL,0.0000000000,1,1
TP002,REG_ISAN20,T1,A_MEMBER_GEO,TP002,TH-34,NO_SIGNAL,0.0000000000,1,1
TP002,REG_ISAN20,T1,A_MEMBER_GEO,TP002,TH-35,NO_SIGNAL,0.0000000000,1,1
TP002,REG_ISAN20,T1,A_MEMBER_GEO,TP002,TH-36,NO_SIGNAL,0.0000000000,1,1
TP002,REG_ISAN20,T1,A_MEMBER_GEO,TP002,TH-37,NO_SIGNAL,0.0000000000,1,1
TP002,REG_ISAN20,T1,A_MEMBER_GEO,TP002,TH-38,NO_SIGNAL,0.0000000000,1,1
TP002,REG_ISAN20,T1,A_MEMBER_GEO,TP002,TH-39,NO_SIGNAL,0.0000000000,1,1
TP002,REG_ISAN20,T1,A_MEMBER_GEO,TP002,TH-40,NO_SIGNAL,0.0000000000,1,1
TP002,REG_ISAN20,T1,A_MEMBER_GEO,TP002,TH-41,NO_SIGNAL,0.0000000000,1,1
TP002,REG_ISAN20,T1,A_MEMBER_GEO,TP002,TH-42,NO_SIGNAL,0.0000000000,1,1
TP002,REG_ISAN20,T1,A_MEMBER_GEO,TP002,TH-43,NO_SIGNAL,0.0000000000,1,1
TP002,REG_ISAN20,T1,A_MEMBER_GEO,TP002,TH-44,NO_SIGNAL,0.0000000000,1,1
TP002,REG_ISAN20,T1,A_MEMBER_GEO,TP002,TH-45,NO_SIGNAL,0.0000000000,1,1
TP002,REG_ISAN20,T1,A_MEMBER_GEO,TP002,TH-46,NO_SIGNAL,0.0000000000,1,1
TP002,REG_ISAN20,T1,A_MEMBER_GEO,TP002,TH-47,NO_SIGNAL,0.0000000000,1,1
TP002,REG_ISAN20,T1,A_MEMBER_GEO,TP002,TH-48,NO_SIGNAL,0.0000000000,1,1
TP002,REG_ISAN20,T1,A_MEMBER_GEO,TP002,TH-49,NO_SIGNAL,0.0000000000,1,1
TP002,REG_ISAN20,T1,C_SCOPE,,TH-30+TH-31+TH-32+TH-33+TH-34+TH-35+TH-36+TH-37+TH-38+TH-39+TH-40+TH-41+TH-42+TH-43+TH-44+TH-45+TH-46+TH-47+TH-48+TH-49,OK,5.0000000000,1,20
TP002,REG_ISAN20,T1,D_POST_SA,,REG_ISAN20,OK,97.7725357726,1,1
TP003,REG_ISAN20,T1,A_MEMBER_GEO,TP003,TH-30,OK,100.0000000000,1,1
TP003,REG_ISAN20,T1,A_MEMBER_GEO,TP003,TH-31,NO_SIGNAL,0.0000000000,1,1
TP003,REG_ISAN20,T1,A_MEMBER_GEO,TP003,TH-32,NO_SIGNAL,0.0000000000,1,1
TP003,REG_ISAN20,T1,A_MEMBER_GEO,TP003,TH-33,NO_SIGNAL,0.0000000000,1,1
TP003,REG_ISAN20,T1,A_MEMBER_GEO,TP003,TH-34,OK,100.0000000000,1,1
TP003,REG_ISAN20,T1,A_MEMBER_GEO,TP003,TH-35,NO_SIGNAL,0.0000000000,1,1
TP003,REG_ISAN20,T1,A_MEMBER_GEO,TP003,TH-36,NO_SIGNAL,0.0000000000,1,1
TP003,REG_ISAN20,T1,A_MEMBER_GEO,TP003,TH-37,OK,100.0000000000,1,1
TP003,REG_ISAN20,T1,A_MEMBER_GEO,TP003,TH-38,NO_SIGNAL,0.0000000000,1,1
TP003,REG_ISAN20,T1,A_MEMBER_GEO,TP003,TH-39,NO_SIGNAL,0.0000000000,1,1
TP003,REG_ISAN20,T1,A_MEMBER_GEO,TP003,TH-40,OK,100.0000000000,1,1
TP003,REG_ISAN20,T1,A_MEMBER_GEO,TP003,TH-41,OK,100.0000000000,1,1
TP003,REG_ISAN20,T1,A_MEMBER_GEO,TP003,TH-42,NO_SIGNAL,0.0000000000,1,1
TP003,REG_ISAN20,T1,A_MEMBER_GEO,TP003,TH-43,NO_SIGNAL,0.0000000000,1,1
TP003,REG_ISAN20,T1,A_MEMBER_GEO,TP003,TH-44,NO_SIGNAL,0.0000000000,1,1
TP003,REG_ISAN20,T1,A_MEMBER_GEO,TP003,TH-45,NO_SIGNAL,0.0000000000,1,1
TP003,REG_ISAN20,T1,A_MEMBER_GEO,TP003,TH-46,NO_SIGNAL,0.0000000000,1,1
TP003,REG_ISAN20,T1,A_MEMBER_GEO,TP003,TH-47,OK,100.0000000000,1,1
TP003,REG_ISAN20,T1,A_MEMBER_GEO,TP003,TH-48,NO_SIGNAL,0.0000000000,1,1
TP003,REG_ISAN20,T1,A_MEMBER_GEO,TP003,TH-49,NO_SIGNAL,0.0000000000,1,1
TP003,REG_ISAN20,T1,C_SCOPE,,TH-30+TH-31+TH-32+TH-33+TH-34+TH-35+TH-36+TH-37+TH-38+TH-39+TH-40+TH-41+TH-42+TH-43+TH-44+TH-45+TH-46+TH-47+TH-48+TH-49,OK,7.4500000000,6,20
TP003,REG_ISAN20,T1,D_POST_SA,,REG_ISAN20,OK,98.8924572536,1,1
TP004,REG_ISAN20,T1,A_MEMBER_GEO,TP004,TH-30,OK,100.0000000000,1,1
TP004,REG_ISAN20,T1,A_MEMBER_GEO,TP004,TH-31,OK,100.0000000000,1,1
TP004,REG_ISAN20,T1,A_MEMBER_GEO,TP004,TH-32,NO_SIGNAL,0.0000000000,1,1
TP004,REG_ISAN20,T1,A_MEMBER_GEO,TP004,TH-33,NO_SIGNAL,0.0000000000,1,1
TP004,REG_ISAN20,T1,A_MEMBER_GEO,TP004,TH-34,OK,100.0000000000,1,1
TP004,REG_ISAN20,T1,A_MEMBER_GEO,TP004,TH-35,NO_SIGNAL,0.0000000000,1,1
TP004,REG_ISAN20,T1,A_MEMBER_GEO,TP004,TH-36,NO_SIGNAL,0.0000000000,1,1
TP004,REG_ISAN20,T1,A_MEMBER_GEO,TP004,TH-37,NO_SIGNAL,0.0000000000,1,1
TP004,REG_ISAN20,T1,A_MEMBER_GEO,TP004,TH-38,NO_SIGNAL,0.0000000000,1,1
TP004,REG_ISAN20,T1,A_MEMBER_GEO,TP004,TH-39,NO_SIGNAL,0.0000000000,1,1
TP004,REG_ISAN20,T1,A_MEMBER_GEO,TP004,TH-40,OK,100.0000000000,1,1
TP004,REG_ISAN20,T1,A_MEMBER_GEO,TP004,TH-41,NO_SIGNAL,0.0000000000,1,1
TP004,REG_ISAN20,T1,A_MEMBER_GEO,TP004,TH-42,OK,100.0000000000,1,1
TP004,REG_ISAN20,T1,A_MEMBER_GEO,TP004,TH-43,NO_SIGNAL,0.0000000000,1,1
TP004,REG_ISAN20,T1,A_MEMBER_GEO,TP004,TH-44,NO_SIGNAL,0.0000000000,1,1
TP004,REG_ISAN20,T1,A_MEMBER_GEO,TP004,TH-45,NO_SIGNAL,0.0000000000,1,1
TP004,REG_ISAN20,T1,A_MEMBER_GEO,TP004,TH-46,NO_SIGNAL,0.0000000000,1,1
TP004,REG_ISAN20,T1,A_MEMBER_GEO,TP004,TH-47,OK,100.0000000000,1,1
TP004,REG_ISAN20,T1,A_MEMBER_GEO,TP004,TH-48,NO_SIGNAL,0.0000000000,1,1
TP004,REG_ISAN20,T1,A_MEMBER_GEO,TP004,TH-49,NO_SIGNAL,0.0000000000,1,1
TP004,REG_ISAN20,T1,C_SCOPE,,TH-30+TH-31+TH-32+TH-33+TH-34+TH-35+TH-36+TH-37+TH-38+TH-39+TH-40+TH-41+TH-42+TH-43+TH-44+TH-45+TH-46+TH-47+TH-48+TH-49,OK,7.7000000000,6,20
TP004,REG_ISAN20,T1,D_POST_SA,,REG_ISAN20,OK,101.5173578641,1,1
TU001,REG_ISAN20,T1,A_MEMBER_GEO,TU001,TH-30,OK,100.0000000000,1,1
TU001,REG_ISAN20,T1,A_MEMBER_GEO,TU001,TH-31,OK,100.0000000000,1,1
TU001,REG_ISAN20,T1,A_MEMBER_GEO,TU001,TH-32,OK,100.0000000000,1,1
TU001,REG_ISAN20,T1,A_MEMBER_GEO,TU001,TH-33,OK,100.0000000000,1,1
TU001,REG_ISAN20,T1,A_MEMBER_GEO,TU001,TH-34,OK,100.0000000000,1,1
