Month,Scope,Case_ID,Tier,Case_Type,Segment,Factor,Case_Name_TH,Input_Rebased,SA,SA_Floored,SA_Rebased,MA3_Centered
2018-03,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2018-04,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2018-05,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2018-06,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2018-07,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2018-08,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2018-09,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2018-10,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2018-11,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2018-12,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2019-01,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2019-02,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2019-03,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2019-04,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2019-05,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2019-06,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2019-07,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2019-08,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2019-09,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2019-10,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2019-11,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2019-12,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2020-01,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2020-02,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2020-03,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2020-04,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2020-05,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2020-06,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2020-07,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2020-08,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2020-09,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2020-10,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2020-11,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2020-12,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2021-01,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2021-02,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2021-03,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2021-04,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2021-05,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2021-06,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2021-07,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2021-08,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2021-09,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2021-10,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2021-11,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2021-12,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2022-01,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2022-02,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2022-03,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2022-04,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2022-05,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2022-06,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2022-07,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2022-08,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2022-09,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2022-10,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2022-11,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2022-12,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2023-01,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2023-02,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2023-03,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2023-04,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2023-05,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2023-06,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2023-07,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2023-08,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2023-09,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2023-10,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2023-11,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2023-12,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2024-01,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2024-02,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2024-03,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2024-04,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2024-05,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2024-06,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2024-07,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2024-08,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2024-09,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2024-10,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2024-11,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2024-12,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2025-01,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2025-02,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2025-03,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2025-04,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2025-05,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2025-06,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2025-07,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2025-08,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2025-09,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2025-10,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2025-11,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2025-12,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2026-01,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2026-02,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2026-03,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2026-04,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2026-05,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2026-06,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2026-07,REG_ISAN20,FP014,T1,keyword,Formal,Pull,ขอผ่อนผันค่าเช่า+ขอความช่วยเหลือค่าเช่า,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2014-01,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0010132510,0.0010132510,0.0010181578,0.0010158887
2014-02,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0010087347,0.0010087347,0.0010136196,0.0010137091
2014-03,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0010044855,0.0010044855,0.0010093498,0.0010095660
2014-04,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0010008818,0.0010008818,0.0010057287,0.0010060971
2014-05,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0009983779,0.0009983779,0.0010032127,0.0010036120
2014-06,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0009970663,0.0009970663,0.0010018947,0.0010021623
2014-07,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0009965537,0.0009965537,0.0010013796,0.0010014062
2014-08,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0009961206,0.0009961206,0.0010009444,0.0010009413
2014-09,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0009956781,0.0009956781,0.0010004998,0.0010003917
2014-10,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0009949130,0.0009949130,0.0009997310,0.0009998235
2014-11,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0009944241,0.0009944241,0.0009992397,0.0009999398
2014-12,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0009960254,0.0009960254,0.0010008488,0.0010043207
2015-01,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0010079924,0.0010079924,0.0010128737,0.0010084030
2015-02,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0010066120,0.0010066120,0.0010114866,0.0010114637
2015-03,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0010051631,0.0010051631,0.0010100308,0.0010099948
2015-04,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0010036068,0.0010036068,0.0010084669,0.0010084000
2015-05,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0010018509,0.0010018509,0.0010067025,0.0010066234
2015-06,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0009998590,0.0009998590,0.0010047009,0.0010046544
2015-07,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0009977281,0.0009977281,0.0010025597,0.0010025889
2015-08,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0009956843,0.0009956843,0.0010005060,0.0010006693
2015-09,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0009941281,0.0009941281,0.0009989422,0.0009992058
2015-10,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0009933587,0.0009933587,0.0009981692,0.0009985210
2015-11,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0009936398,0.0009936398,0.0009984517,0.0009988287
2015-12,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0009950466,0.0009950466,0.0009998653,0.0010014891
2016-01,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0010013016,0.0010013016,0.0010061505,0.0010048693
2016-02,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0010037315,0.0010037315,0.0010085922,0.0010084505
2016-03,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0010057385,0.0010057385,0.0010106089,0.0010102927
2016-04,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0010068014,0.0010068014,0.0010116770,0.0010111270
2016-05,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0010062224,0.0010062224,0.0010110951,0.0010104878
2016-06,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0010038302,0.0010038302,0.0010086914,0.0010082901
2016-07,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0010002399,0.0010002399,0.0010050837,0.0010050712
2016-08,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0009966123,0.0009966123,0.0010014385,0.0010016654
2016-09,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0009936621,0.0009936621,0.0009984741,0.0009989816
2016-10,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0009922273,0.0009922273,0.0009970323,0.0009974403
2016-11,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0009920107,0.0009920107,0.0009968147,0.0009967211
2016-12,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0009915148,0.0009915148,0.0009963163,0.0009970009
2017-01,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0009930627,0.0009930627,0.0009978717,0.0010000195
2017-02,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0010010229,0.0010010229,0.0010058705,0.0010057636
2017-03,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0010086639,0.0010086639,0.0010135485,0.0010130977
2017-04,REG_ISAN20,FU001,T1,keyword,Formal,Push,ค้างชำระหนี้,0.0000000000,0.0010149591,0.0010149591,0.0010198741,0.0010189573
