Month,Scope,Case_ID,Tier,Case_Type,Segment,Factor,Case_Name_TH,Input_Rebased,SA,SA_Floored,SA_Rebased,MA3_Centered
2024-05,TH,TP004,T1,keyword,Informal-Traditional,Pull,เงินกู้นอกระบบ,31.3725490196,32.3757380211,32.3757380211,32.1229861709,35.1763484054
2024-06,TH,TP004,T1,keyword,Informal-Traditional,Pull,เงินกู้นอกระบบ,35.2941176471,35.3257938375,35.3257938375,35.0500114060,34.3558656617
2024-07,TH,TP004,T1,keyword,Informal-Traditional,Pull,เงินกู้นอกระบบ,37.2549019608,36.1770272735,36.1770272735,35.8945994082,34.8120469396
2024-08,TH,TP004,T1,keyword,Informal-Traditional,Pull,เงินกู้นอกระบบ,35.2941176471,33.7550499069,33.7550499069,33.4915300046,34.4311436054
2024-09,TH,TP004,T1,keyword,Informal-Traditional,Pull,เงินกู้นอกระบบ,33.3333333333,34.1740927010,34.1740927010,33.9073014033,33.1379638645
2024-10,TH,TP004,T1,keyword,Informal-Traditional,Pull,เงินกู้นอกระบบ,35.2941176471,32.2669628466,32.2669628466,32.0150601855,32.6796395689
2024-11,TH,TP004,T1,keyword,Informal-Traditional,Pull,เงินกู้นอกระบบ,35.2941176471,32.3692583826,32.3692583826,32.1165571178,32.0412477152
2024-12,TH,TP004,T1,keyword,Informal-Traditional,Pull,เงินกู้นอกระบบ,33.3333333333,32.2438480499,32.2438480499,31.9921258422,31.7812398254
2025-01,TH,TP004,T1,keyword,Informal-Traditional,Pull,เงินกู้นอกระบบ,29.4117647059,31.4808017521,31.4808017521,31.2350365163,32.4953859741
2025-02,TH,TP004,T1,keyword,Informal-Traditional,Pull,เงินกู้นอกระบบ,31.3725490196,34.5285540810,34.5285540810,34.2589955640,32.5957152486
2025-03,TH,TP004,T1,keyword,Informal-Traditional,Pull,เงินกู้นอกระบบ,31.3725490196,32.5472041223,32.5472041223,32.2931136655,32.2920001053
2025-04,TH,TP004,T1,keyword,Informal-Traditional,Pull,เงินกู้นอกระบบ,29.4117647059,30.5624871975,30.5624871975,30.3238910863,31.6587090144
2025-05,TH,TP004,T1,keyword,Informal-Traditional,Pull,เงินกู้นอกระบบ,31.3725490196,32.6137321207,32.6137321207,32.3591222912,30.7880808982
2025-06,TH,TP004,T1,keyword,Informal-Traditional,Pull,เงินกู้นอกระบบ,29.4117647059,29.9147688015,29.9147688015,29.6812293172,30.5489446897
2025-07,TH,TP004,T1,keyword,Informal-Traditional,Pull,เงินกู้นอกระบบ,31.3725490196,29.8394338177,29.8394338177,29.6064824607,30.1921910387
2025-08,TH,TP004,T1,keyword,Informal-Traditional,Pull,เงินกู้นอกระบบ,33.3333333333,31.5350500814,31.5350500814,31.2888613382,30.2621927917
2025-09,TH,TP004,T1,keyword,Informal-Traditional,Pull,เงินกู้นอกระบบ,29.4117647059,30.1264264354,30.1264264354,29.8912345761,29.8245341803
2025-10,TH,TP004,T1,keyword,Informal-Traditional,Pull,เงินกู้นอกระบบ,31.3725490196,28.5161271549,28.5161271549,28.2935066267,26.1842013514
2025-11,TH,TP004,T1,keyword,Informal-Traditional,Pull,เงินกู้นอกระบบ,23.5294117647,20.5281223925,20.5281223925,20.3678628514,25.0004027701
2025-12,TH,TP004,T1,keyword,Informal-Traditional,Pull,เงินกู้นอกระบบ,27.4509803922,26.5470874037,26.5470874037,26.3398388321,24.7474219201
2026-01,TH,TP004,T1,keyword,Informal-Traditional,Pull,เงินกู้นอกระบบ,25.4901960784,27.7512130513,27.7512130513,27.5345640767,26.8876117951
2026-02,TH,TP004,T1,keyword,Informal-Traditional,Pull,เงินกู้นอกระบบ,23.5294117647,26.9992106975,26.9992106975,26.7884324766,29.4739690813
2026-03,TH,TP004,T1,keyword,Informal-Traditional,Pull,เงินกู้นอกระบบ,33.3333333333,34.3672096192,34.3672096192,34.0989106907,30.3745764908
2026-04,TH,TP004,T1,keyword,Informal-Traditional,Pull,เงินกู้นอกระบบ,29.4117647059,30.4742939063,30.4742939063,30.2363863051,31.5391197536
2026-05,TH,TP004,T1,keyword,Informal-Traditional,Pull,เงินกู้นอกระบบ,29.4117647059,30.5203292563,30.5203292563,30.2820622650,30.1233681171
2026-06,TH,TP004,T1,keyword,Informal-Traditional,Pull,เงินกู้นอกระบบ,29.4117647059,30.0865362244,30.0865362244,29.8516557811,31.0765060962
2026-07,TH,TP004,T1,keyword,Informal-Traditional,Pull,เงินกู้นอกระบบ,35.2941176471,33.3562064420,33.3562064420,33.0958002424,31.4737280118
2011-01,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,15.7303370787,16.2508966346,16.2508966346,16.6283399300,14.4767135017
2011-02,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,12.3595505618,12.0453224366,12.0453224366,12.3250870734,12.5471102105
2011-03,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,7.8651685393,8.4906986762,8.4906986762,8.6879036280,9.6363298202
2011-04,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,6.7415730337,7.7167690943,7.7167690943,7.8959987592,8.9701679201
2011-05,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,10.1123595506,10.0921999554,10.0921999554,10.3266013731,8.3663867817
2011-06,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,6.7415730337,6.7204705756,6.7204705756,6.8765602129,7.6293603825
2011-07,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,5.6179775281,5.5558787323,5.5558787323,5.6849195615,5.5370525397
2011-08,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,4.4943820225,3.9577550335,3.9577550335,4.0496778446,4.5652403988
2011-09,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,4.4943820225,3.8712110495,3.8712110495,3.9611237902,3.6421552446
2011-10,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,3.3707865169,2.8494820345,2.8494820345,2.9156640990,3.3634821919
2011-11,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,3.3707865169,3.1407125035,3.1407125035,3.2136586864,3.2341944080
2011-12,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,3.3707865169,3.4921517289,3.4921517289,3.5732604385,3.2243378523
2012-01,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,2.2471910112,2.8205835634,2.8205835634,2.8860944321,3.2498248233
2012-02,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,3.3707865169,3.2154378456,3.2154378456,3.2901195991,3.4140549694
2012-03,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,3.3707865169,3.9736586877,3.9736586877,4.0659508771,3.5348304918
2012-04,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,2.2471910112,3.1746857537,3.1746857537,3.2484209992,3.5685359550
2012-05,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,3.3707865169,3.3142590148,3.3142590148,3.3912359886,3.3567522553
2012-06,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,3.3707865169,3.3527292938,3.3527292938,3.4305997782,3.3999516642
2012-07,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,3.3707865169,3.3013422566,3.3013422566,3.3780192258,3.6105836374
2012-08,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,4.4943820225,3.9318116578,3.9318116578,4.0231319082,3.3470406063
2012-09,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,3.3707865169,2.5800465290,2.5800465290,2.6399706850,3.5877563685
2012-10,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,4.4943820225,4.0070976694,4.0070976694,4.1001665125,3.3090145052
2012-11,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,3.3707865169,3.1145673820,3.1145673820,3.1869063183,3.6447906427
2012-12,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,3.3707865169,3.5645097994,3.5645097994,3.6472990974,3.6657946438
2013-01,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,3.3707865169,4.0686793760,4.0686793760,4.1631785157,3.8079832496
2013-02,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,3.3707865169,3.5314506690,3.5314506690,3.6134721358,3.5420431543
2013-03,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,2.2471910112,2.7847990732,2.7847990732,2.8494788114,3.5732443530
2013-04,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,3.3707865169,4.1601582832,4.1601582832,4.2567821118,3.4437355874
2013-05,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,3.3707865169,3.1517434514,3.1517434514,3.2249458390,3.6257876156
2013-06,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,3.3707865169,3.3185580722,3.3185580722,3.3956348959,3.3461412559
2013-07,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,3.3707865169,3.3402621111,3.3402621111,3.4178430327,3.1571636873
2013-08,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,3.3707865169,2.5976794353,2.5976794353,2.6580131331,2.8817824951
2013-09,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,3.3707865169,2.5111669602,2.5111669602,2.5694913194,2.7676692228
2013-10,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,3.3707865169,3.0056929957,3.0056929957,3.0755032157,2.9953603341
2013-11,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,3.3707865169,3.2652478271,3.2652478271,3.3410864671,3.4526183034
2013-12,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,3.3707865169,3.8518032522,3.8518032522,3.9412652275,3.4251688871
2014-01,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,2.2471910112,2.9252139529,2.9252139529,2.9931549668,3.5689280573
2014-02,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,3.3707865169,3.6867358575,3.6867358575,3.7723639778,3.5161469901
2014-03,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,3.3707865169,3.6970542506,3.6970542506,3.7829220259,3.8638570404
2014-04,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,3.3707865169,3.9446663051,3.9446663051,4.0362851174,3.9877352231
2014-05,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,4.4943820225,4.0499347488,4.0499347488,4.1439985258,4.2433878444
2014-06,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,4.4943820225,4.4466030945,4.4466030945,4.5498798898,4.8323986207
2014-07,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,5.6179775281,5.6715891277,5.6715891277,5.8033174464,5.8385295786
2014-08,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,7.8651685393,6.9998137386,6.9998137386,7.1623913997,7.5113007250
2014-09,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,10.1123595506,9.3510068608,9.3510068608,9.5681933290,10.4945874367
2014-10,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,14.6067415730,14.4182982136,14.4182982136,14.7531775814,11.1669803688
2014-11,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,8.9887640449,8.9712050050,8.9712050050,9.1795701960,10.1722035944
2014-12,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,5.6179775281,6.4344172428,6.4344172428,6.5838630058,7.7223444600
2015-01,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,6.7415730337,7.2355473682,7.2355473682,7.4036001781,6.6859016809
2015-02,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,5.6179775281,5.9324546775,5.9324546775,6.0702418589,6.8212136156
2015-03,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,6.7415730337,6.8311387928,6.8311387928,6.9897988098,6.8045467658
2015-04,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,6.7415730337,7.1866817711,7.1866817711,7.3535996287,7.2551361190
2015-05,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,7.8651685393,7.2535392295,7.2535392295,7.4220099183,7.6100646147
2015-06,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,7.8651685393,7.8717549313,7.8717549313,8.0545842969,7.9283171752
2015-07,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,7.8651685393,8.1197676028,8.1197676028,8.3083573103,7.7820028387
2015-08,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,7.8651685393,6.8245596978,6.8245596978,6.9830669088,7.9143663356
2015-09,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,8.9887640449,8.2598319461,8.2598319461,8.4516747877,7.4480709761
2015-10,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,6.7415730337,6.7526345540,6.7526345540,6.9094712318,7.4482640883
2015-11,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,6.7415730337,6.8251258841,6.8251258841,6.9836462454,6.9712940644
2015-12,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,5.6179775281,6.8614018102,6.8614018102,7.0207647161,6.2747187859
2016-01,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,4.4943820225,4.7103429789,4.7103429789,4.8197453963,5.5130332615
2016-02,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,4.4943820225,4.5919373437,4.5919373437,4.6985896720,5.0498754439
2016-03,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,5.6179775281,5.5034677319,5.5034677319,5.6312912633,5.4909664993
2016-04,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,5.6179775281,6.0035794377,6.0035794377,6.1430185627,7.5241704092
2016-05,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,11.2359550562,10.5530952311,10.5530952311,10.7982014016,8.3424948896
2016-06,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,7.8651685393,7.9027162317,7.9027162317,8.0862647044,8.7470207396
2016-07,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,6.7415730337,7.1896102385,7.1896102385,7.3565961127,8.2332340387
2016-08,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,10.1123595506,9.0467221470,9.0467221470,9.2568412990,7.6287385431
2016-09,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,6.7415730337,6.1303937047,6.1303937047,6.2727782176,7.5147520369
2016-10,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,6.7415730337,6.8554127892,6.8554127892,7.0146365940,6.7495111257
2016-11,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,6.7415730337,6.8031095554,6.8031095554,6.9611185655,7.8347175103
2016-12,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,7.8651685393,9.3121142236,9.3121142236,9.5283973714,8.9388867497
2017-01,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,10.1123595506,10.0927305704,10.0927305704,10.3271443121,13.8621052248
2017-02,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,21.3483146067,21.2375115858,21.2375115858,21.7307739909,21.7323565621
2017-03,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,32.5842696629,32.3869325475,32.3869325475,33.1391513834,22.6354877209
2017-04,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,12.3595505618,12.7406240768,12.7406240768,13.0365377883,19.0490910321
2017-05,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,11.2359550562,10.7225421798,10.7225421798,10.9715839248,11.4574232179
2017-06,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,10.1123595506,10.1288942612,10.1288942612,10.3641479407,10.3833324622
2017-07,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,8.9887640449,9.5914935103,9.5914935103,9.8142655209,9.3807376234
2017-08,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,8.9887640449,7.7830307506,7.7830307506,7.9637994085,8.4255270991
2017-09,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,7.8651685393,7.3283090746,7.3283090746,7.4985163677,9.8070267376
2017-10,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,13.4831460674,13.6419172905,13.6419172905,13.9587644364,10.6367620032
2017-11,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,10.1123595506,10.2157345731,10.2157345731,10.4530052056,10.9726953054
2017-12,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,6.7415730337,8.3132331366,8.3132331366,8.5063162741,9.6846673601
2018-01,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,10.1123595506,9.8655435052,9.8655435052,10.0946806005,8.7464695103
2018-02,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,7.8651685393,7.4650289084,7.4650289084,7.6384116562,8.1424363820
2018-03,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,6.7415730337,6.5422662259,6.5422662259,6.6942168892,7.1998808179
2018-04,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,6.7415730337,7.1020614424,7.1020614424,7.2670139084,7.2643801049
2018-05,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,7.8651685393,7.6541346009,7.6541346009,7.8319095171,8.1219513972
2018-06,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,8.9887640449,9.0565825953,9.0565825953,9.2669307661,8.9895999229
2018-07,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,8.9887640449,9.6459232889,9.6459232889,9.8699594855,10.2220470039
2018-08,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,12.3595505618,11.2675506494,11.2675506494,11.5292507601,11.6356074849
2018-09,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,13.4831460674,13.2010056755,13.2010056755,13.5076122091,11.7545915694
2018-10,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,10.1123595506,9.9947731560,9.9947731560,10.2269117390,11.3097112475
2018-11,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,10.1123595506,9.9632044266,9.9632044266,10.1946097943,9.9762545703
2018-12,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,7.8651685393,9.2914392273,9.2914392273,9.5072421777,9.0993308591
2019-01,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,7.8651685393,7.4237173594,7.4237173594,7.5961406052,8.5897683985
2019-02,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,8.9887640449,8.4692164080,8.4692164080,8.6659224127,8.0912518723
2019-03,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,7.8651685393,7.8298368234,7.8298368234,8.0116925991,8.3774903026
2019-04,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,7.8651685393,8.2629408470,8.2629408470,8.4548558960,8.6519816281
2019-05,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,8.9887640449,9.2739985168,9.2739985168,9.4893963893,9.1209787703
2019-06,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,8.9887640449,9.2048912385,9.2048912385,9.4186840255,9.2284594432
2019-07,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,7.8651685393,8.5780638201,8.5780638201,8.7772979147,9.2376340449
2019-08,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,10.1123595506,9.3008975648,9.3008975648,9.5169201946,8.6147510439
2019-09,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,7.8651685393,7.3786583178,7.3786583178,7.5500350224,8.6152095112
2019-10,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,8.9887640449,8.5794080021,8.5794080021,8.7786733166,7.9579378097
2019-11,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,7.8651685393,7.3738402892,7.3738402892,7.5451050902,8.1134312101
2019-12,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,6.7415730337,7.8345499801,7.8345499801,8.0165152236,7.6960872831
2020-01,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,7.8651685393,7.3557958350,7.3557958350,7.5266415356,7.6782425486
2020-02,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,7.8651685393,7.3215212475,7.3215212475,7.4915708865,7.7044029899
2020-03,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,7.8651685393,7.9112498725,7.9112498725,8.0949965475,8.0670075795
2020-04,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,7.8651685393,8.4189175410,8.4189175410,8.6144553043,7.7324884127
2020-05,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,5.6179775281,6.3407432941,6.3407432941,6.4880133862,7.8087248693
2020-06,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,7.8651685393,8.1347678150,8.1347678150,8.3237059173,7.9217575607
2020-07,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,7.8651685393,8.7503184972,8.7503184972,8.9535533785,8.8463479328
2020-08,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,8.9887640449,9.0515531457,9.0515531457,9.2617845025,9.3577096399
2020-09,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,10.1123595506,9.6340310513,9.6340310513,9.8577910388,9.1219289336
2020-10,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,8.9887640449,8.0590321927,8.0590321927,8.2462112596,9.0736770196
2020-11,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,10.1123595506,8.9100831848,8.9100831848,9.1170287605,8.9013694198
2020-12,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,8.9887640449,9.1288417769,9.1288417769,9.3408682393,9.7669969085
2021-01,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,11.2359550562,10.5969685536,10.5969685536,10.8430937258,10.4398156223
2021-02,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,11.2359550562,10.8827228021,10.8827228021,11.1354849020,10.8728676791
2021-03,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,10.1123595506,10.3985086662,10.3985086662,10.6400244094,11.0379082799
2021-04,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,10.1123595506,11.0808516875,11.0808516875,11.3382155284,11.5481395235
2021-05,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,11.2359550562,12.3786716282,12.3786716282,12.6661786327,11.9436854443
2021-06,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,11.2359550562,11.5582111801,11.5582111801,11.8266621717,12.3581040130
2021-07,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,11.2359550562,12.2958869860,12.2958869860,12.5814712346,12.2771150149
2021-08,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,11.2359550562,12.1412196921,12.1412196921,12.4232116384,11.1984989731
2021-09,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,8.9887640449,8.3958129111,8.3958129111,8.5908140463,10.7909210601
2021-10,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,12.3595505618,11.1009078306,11.1009078306,11.3587374955,9.8663323792
2021-11,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,11.2359550562,9.4304147990,9.4304147990,9.6494455958,9.7884472013
2021-12,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,8.9887640449,8.1674610767,8.1674610767,8.3571585127,9.1618960635
2022-01,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,10.1123595506,9.2639202864,9.2639202864,9.4790840820,9.2981655434
2022-02,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,10.1123595506,9.8299437794,9.8299437794,10.0582540355,10.1324378785
2022-03,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,10.1123595506,10.6134671495,10.6134671495,10.8599755181,10.8914836570
2022-04,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,10.1123595506,11.4893693460,11.4893693460,11.7562214174,11.0751743612
2022-05,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,8.9887640449,10.3685072186,10.3685072186,10.6093261482,10.6784364177
2022-06,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,8.9887640449,9.4502697398,9.4502697398,9.6697616874,10.2378336666
2022-07,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,8.9887640449,10.1975645487,10.1975645487,10.4344131642,9.9426876470
2022-08,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,7.8651685393,9.5031675374,9.5031675374,9.7238880892,10.8151834561
2022-09,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,12.3595505618,12.0083433543,12.0083433543,12.2872491150,9.8521737180
2022-10,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,8.9887640449,7.3741128189,7.3741128189,7.5453839496,8.8564361687
2022-11,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,8.9887640449,6.5837610200,6.5837610200,6.7366754414,6.8612226127
2022-12,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,7.8651685393,6.1585695225,6.1585695225,6.3016084469,6.6359326154
2023-01,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,7.8651685393,6.7135842621,6.7135842621,6.8695139578,7.0373247049
2023-02,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,7.8651685393,7.7606039372,7.7606039372,7.9408517100,8.2536046096
2023-03,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,8.9887640449,9.7245849682,9.7245849682,9.9504481608,8.8719831019
2023-04,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,6.7415730337,8.5266103973,8.5266103973,8.7246494347,9.4208716098
2023-05,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,7.8651685393,9.3698921362,9.3698921362,9.5875172338,10.5556398858
2023-06,TH,TU001,T1,keyword,Informal-Traditional,Push,หนี้นอกระบบ,12.3595505618,13.0516161755,13.0516161755,13.3547529888,11.5270528312
