Month,Value
2004-01,0.0
2004-02,0.0
2004-03,0.0
2004-04,0.0
2004-05,0.0
2004-06,0.0
2004-07,0.0
2004-08,0.0
2004-09,0.0
2004-10,0.0
2004-11,0.0
2004-12,0.0
2005-01,0.0
2005-02,0.0
2005-03,0.0
2005-04,0.0
2005-05,0.0
2005-06,0.0
2005-07,0.0
2005-08,0.0
2005-09,0.0
2005-10,0.0
2005-11,0.0
2005-12,0.0
2006-01,0.0
2006-02,0.0
2006-03,0.0
2006-04,0.0
2006-05,0.0
2006-06,0.0
2006-07,0.0
2006-08,0.0
2006-09,0.0
2006-10,0.0
2006-11,0.0
2006-12,0.0
2007-01,0.0
2007-02,0.0
2007-03,0.0
2007-04,0.0
2007-05,0.0
2007-06,0.0
2007-07,0.0
2007-08,0.0
2007-09,0.0
2007-10,0.0
2007-11,0.0
2007-12,0.0
2008-01,0.0
2008-02,0.0
2008-03,68.0
2008-04,45.0
2008-05,43.0
2008-06,38.0
2008-07,0.0
2008-08,41.0
2008-09,41.0
2008-10,41.0
2008-11,52.0
2008-12,61.0
2009-01,38.0
2009-02,56.0
2009-03,67.0
2009-04,71.0
2009-05,73.0
2009-06,74.0
2009-07,63.0
2009-08,65.0
2009-09,66.0
2009-10,74.0
2009-11,80.0
2009-12,91.0
2010-01,95.0
2010-02,83.0
2010-03,85.0
2010-04,100.0
2010-05,69.0
2010-06,91.0
2010-07,56.0
2010-08,83.0
2010-09,62.0
2010-10,75.0
2010-11,69.0
2010-12,88.0
2011-01,91.0
2011-02,86.0
2011-03,99.0
2011-04,76.0
2011-05,86.0
2011-06,85.0
2011-07,78.0
2011-08,68.0
2011-09,65.0
2011-10,57.0
2011-11,71.0
2011-12,66.0
2012-01,66.0
2012-02,75.0
2012-03,68.0
2012-04,69.0
2012-05,80.0
2012-06,88.0
2012-07,71.0
2012-08,79.0
2012-09,78.0
2012-10,88.0
2012-11,79.0
2012-12,76.0
2013-01,75.0
2013-02,76.0
2013-03,77.0
2013-04,66.0
2013-05,61.0
2013-06,78.0
2013-07,76.0
2013-08,63.0
2013-09,60.0
2013-10,60.0
2013-11,56.0
2013-12,65.0
2014-01,65.0
2014-02,70.0
2014-03,68.0
2014-04,55.0
2014-05,57.0
2014-06,66.0
2014-07,64.0
2014-08,67.0
2014-09,61.0
2014-10,62.0
2014-11,69.0
2014-12,60.0
2015-01,61.0
2015-02,55.0
2015-03,61.0
2015-04,63.0
2015-05,62.0
2015-06,64.0
2015-07,54.0
2015-08,57.0
2015-09,60.0
2015-10,56.0
2015-11,55.0
2015-12,51.0
2016-01,55.0
2016-02,51.0
2016-03,45.0
2016-04,48.0
2016-05,48.0
2016-06,53.0
2016-07,46.0
2016-08,44.0
2016-09,52.0
2016-10,48.0
2016-11,58.0
2016-12,48.0
2017-01,65.0
2017-02,51.0
2017-03,51.0
2017-04,50.0
2017-05,54.0
2017-06,55.0
2017-07,51.0
2017-08,52.0
2017-09,56.0
2017-10,54.0
2017-11,53.0
2017-12,55.0
2018-01,65.0
2018-02,51.0
2018-03,51.0
2018-04,58.0
2018-05,56.0
2018-06,58.0
2018-07,51.0
2018-08,53.0
2018-09,53.0
2018-10,56.0
2018-11,56.0
2018-12,44.0
2019-01,57.0
2019-02,53.0
2019-03,53.0
2019-04,53.0
2019-05,56.0
2019-06,51.0
2019-07,56.0
2019-08,44.0
2019-09,45.0
2019-10,40.0
2019-11,46.0
2019-12,45.0
2020-01,50.0
2020-02,44.0
2020-03,44.0
2020-04,53.0
2020-05,55.0
2020-06,54.0
2020-07,49.0
2020-08,49.0
2020-09,45.0
2020-10,39.0
2020-11,45.0
2020-12,42.0
2021-01,51.0
2021-02,47.0
2021-03,47.0
2021-04,43.0
2021-05,41.0
2021-06,47.0
2021-07,44.0
2021-08,56.0
2021-09,52.0
2021-10,55.0
2021-11,41.0
2021-12,49.0
2022-01,71.0
2022-02,67.0
2022-03,66.0
2022-04,42.0
2022-05,40.0
2022-06,44.0
2022-07,48.0
2022-08,45.0
2022-09,50.0
2022-10,37.0
2022-11,43.0
2022-12,46.0
2023-01,54.0
2023-02,54.0
2023-03,42.0
2023-04,33.0
2023-05,36.0
2023-06,41.0
2023-07,43.0
2023-08,37.0
2023-09,43.0
2023-10,39.0
2023-11,37.0
2023-12,38.0
2024-01,46.0
2024-02,42.0
2024-03,41.0
2024-04,32.0
2024-05,35.0
2024-06,40.0
2024-07,47.0
2024-08,44.0
2024-09,36.0
2024-10,35.0
2024-11,31.0
2024-12,37.0
2025-01,33.0
2025-02,44.0
2025-03,35.0
2025-04,39.0
2025-05,34.0
2025-06,34.0
2025-07,40.0
2025-08,49.0
2025-09,43.0
2025-10,41.0
2025-11,46.0
2025-12,49.0
2026-01,52.0
2026-02,49.0
2026-03,49.0
2026-04,50.0
2026-05,61.0
2026-06,61.0
2026-07,73.0
